Updated On,State,Total Individuals Vaccinated,Total Sessions Conducted,Total Sites ,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Covaxin Administered,Total CoviShield Administered,18-45 years (Age),45-60 years (Age),60+ years (Age),Total Doses Administered
08-05-2021,Andaman and Nicobar Islands,97639,5000,44,97639,13529,52749,44882,0,111168,9913,57886,29839,111168
09-05-2021,Andaman and Nicobar Islands,97748,3800,38,97748,13537,52760,44980,0,111285,10016,57892,29839,111285
10-05-2021,Andaman and Nicobar Islands,98439,5200,44,98439,13964,53054,45377,0,112403,10195,58235,30008,112403
11-05-2021,Andaman and Nicobar Islands,98845,5500,44,98845,14174,53254,45583,0,113019,10278,58473,30093,113019
12-05-2021,Andaman and Nicobar Islands,99218,4600,41,99218,14404,53438,45772,0,113622,10368,58695,30154,113622
13-05-2021,Andaman and Nicobar Islands,99602,5300,44,99602,14798,53657,45937,0,114400,10404,58947,30249,114400
14-05-2021,Andaman and Nicobar Islands,99690,4400,39,99690,14808,53698,45984,0,114498,10410,59027,30251,114498
15-05-2021,Andaman and Nicobar Islands,100058,4000,35,100058,15130,53903,46147,0,115188,10447,59293,30316,115188
16-05-2021,Andaman and Nicobar Islands,100058,2120,21,100058,15130,53903,46147,0,115188,10447,59293,30316,115188
17-05-2021,Andaman and Nicobar Islands,100492,5655,33,100492,15135,54080,46403,0,115627,10560,59534,30396,115627
18-05-2021,Andaman and Nicobar Islands,100773,5115,31,100773,15138,54206,46558,0,115911,10633,59702,30436,115911
19-05-2021,Andaman and Nicobar Islands,101277,4710,31,101277,15150,54473,46795,0,116427,10987,59814,30474,116427
20-05-2021,Andaman and Nicobar Islands,102027,5612,34,102027,15153,54922,47096,0,117180,11598,59923,30504,117180
21-05-2021,Andaman and Nicobar Islands,102795,4403,32,102795,15155,55368,47418,0,117950,12260,60008,30525,117950
22-05-2021,Andaman and Nicobar Islands,103605,5113,30,103605,15156,55814,47782,0,118761,12932,60115,30556,118761
23-05-2021,Andaman and Nicobar Islands,103988,2200,17,103988,15156,55995,47984,0,119144,13301,60127,30558,119144
24-05-2021,Andaman and Nicobar Islands,104439,4117,31,104439,15156,56243,48187,0,119595,13733,60143,30561,119595
25-05-2021,Andaman and Nicobar Islands,105124,4457,30,105124,15158,56625,48490,0,120282,14372,60185,30565,120282
26-05-2021,Andaman and Nicobar Islands,105933,2785,22,105933,15158,57048,48876,0,121091,15161,60203,30567,121091
27-05-2021,Andaman and Nicobar Islands,106548,2985,20,106548,15161,57379,49160,0,121709,15726,60233,30586,121709
28-05-2021,Andaman and Nicobar Islands,107304,4100,26,107304,15162,57843,49452,0,122466,16412,60293,30596,122466
29-05-2021,Andaman and Nicobar Islands,108317,3491,24,108317,15166,58415,49893,0,123483,17279,60410,30625,123483
30-05-2021,Andaman and Nicobar Islands,108559,367,5,108559,15166,58529,50021,0,123725,17521,60410,30625,123725
31-05-2021,Andaman and Nicobar Islands,109087,1670,13,109087,15181,58809,50269,0,124268,17959,60483,30642,124268
01-06-2021,Andaman and Nicobar Islands,109821,1593,11,109821,15186,59205,50607,0,125007,18639,60525,30654,125007
02-06-2021,Andaman and Nicobar Islands,110323,1702,9,110323,15191,59440,50874,0,125514,19072,60581,30667,125514
03-06-2021,Andaman and Nicobar Islands,111001,2728,11,111001,15199,59832,51160,0,126200,19638,60670,30690,126200
04-06-2021,Andaman and Nicobar Islands,111506,2345,8,111506,15207,60106,51391,0,126713,20079,60724,30700,126713
05-06-2021,Andaman and Nicobar Islands,111971,1872,11,111971,15223,60338,51624,0,127194,20476,60777,30715,127194
06-06-2021,Andaman and Nicobar Islands,111979,9,2,111979,15223,60343,51627,0,127202,20484,60777,30715,127202
07-06-2021,Andaman and Nicobar Islands,112507,2052,7,112507,15252,60589,51909,0,127759,20944,60828,30732,127759
08-06-2021,Andaman and Nicobar Islands,,,,,,,,,,,,,
16-01-2021,Andhra Pradesh,4216,541,339,4216,0,857,3359,0,4216,,,,4216
17-01-2021,Andhra Pradesh,9251,1025,444,9251,0,1876,7374,0,9251,,,,9251
18-01-2021,Andhra Pradesh,12234,1458,581,12234,0,2974,9260,0,12234,,,,12234
19-01-2021,Andhra Pradesh,25539,2039,828,25539,0,9564,15975,0,25539,,,,25539
20-01-2021,Andhra Pradesh,35901,3111,1125,35901,0,10940,24961,135,35766,,,,35901
21-01-2021,Andhra Pradesh,45040,4286,1342,45040,0,12812,32228,395,44645,,,,45040
22-01-2021,Andhra Pradesh,55697,5151,1412,55697,0,15918,39779,573,55124,,,,55697
23-01-2021,Andhra Pradesh,70380,6375,1528,70380,0,20177,50203,947,69433,,,,70380
24-01-2021,Andhra Pradesh,74221,6922,1593,74221,0,20948,53272,1087,73134,,,,74221
25-01-2021,Andhra Pradesh,89879,7342,1629,89879,0,25497,64381,1984,87895,,,,89879
26-01-2021,Andhra Pradesh,90616,7575,1658,90616,0,25689,64926,1995,88621,,,,90616
27-01-2021,Andhra Pradesh,107999,7913,1713,107999,0,31152,76840,3166,104833,,,,107999
28-01-2021,Andhra Pradesh,117543,8486,1745,117543,0,34950,82580,4631,112912,,,,117543
29-01-2021,Andhra Pradesh,124647,8914,1779,124647,0,37524,87110,5812,118835,,,,124647
30-01-2021,Andhra Pradesh,133571,9514,1808,133571,0,40740,92814,7925,125646,,,,133571
31-01-2021,Andhra Pradesh,133623,9940,1818,133623,0,40757,92849,7925,125698,,,,133623
01-02-2021,Andhra Pradesh,133642,10327,1843,133642,0,40763,92862,7925,125717,,,,133642
02-02-2021,Andhra Pradesh,133646,11480,2392,133646,0,40765,92864,7925,125721,,,,133646
03-02-2021,Andhra Pradesh,161302,12258,2490,161302,0,56129,105152,10893,150409,,,,161302
04-02-2021,Andhra Pradesh,188704,13539,2591,188704,0,72231,116449,13959,174745,,,,188704
05-02-2021,Andhra Pradesh,218899,14549,2673,218899,0,90167,128708,17464,201435,,,,218899
06-02-2021,Andhra Pradesh,245938,15374,2722,245938,0,105960,139953,20484,225454,,,,245938
07-02-2021,Andhra Pradesh,249205,15966,2772,249205,0,108137,141043,20627,228578,,,,249205
08-02-2021,Andhra Pradesh,263588,16965,2800,263588,0,116724,146839,23315,240273,,,,263588
09-02-2021,Andhra Pradesh,275654,17614,2826,275654,0,124433,151194,26245,249409,,,,275654
10-02-2021,Andhra Pradesh,286401,18589,2865,286401,0,131060,155314,29230,257171,,,,286401
11-02-2021,Andhra Pradesh,294574,19437,2914,294574,0,135823,158721,31656,262918,,,,294574
12-02-2021,Andhra Pradesh,303031,20646,2934,303031,0,140600,162400,33536,269495,,,,303031
13-02-2021,Andhra Pradesh,313507,22222,2959,313507,6233,144054,169422,34633,278874,,,,319740
14-02-2021,Andhra Pradesh,313509,22755,2965,313509,6234,144055,169423,34634,278875,,,,319743
15-02-2021,Andhra Pradesh,329041,23889,2995,329041,16789,148538,180470,35388,293653,,,,345830
16-02-2021,Andhra Pradesh,344146,25140,3012,344146,26734,153041,191072,36414,307732,,,,370880
17-02-2021,Andhra Pradesh,364844,26455,3046,364844,38007,160016,204789,37477,327367,,,,402851
18-02-2021,Andhra Pradesh,359785,27439,3102,359785,54253,160812,198938,38015,321770,,,,414038
19-02-2021,Andhra Pradesh,403279,28331,3134,403279,73226,174122,229118,39850,363429,,,,476505
20-02-2021,Andhra Pradesh,413818,29308,3152,413818,87470,179244,234535,41060,372758,,,,501288
21-02-2021,Andhra Pradesh,418634,29994,3171,418634,90410,181302,237293,41740,376894,,,,509044
22-02-2021,Andhra Pradesh,431789,31021,3232,431789,102718,188071,243679,43806,387983,,,,534507
23-02-2021,Andhra Pradesh,448490,32298,3362,448490,110993,196967,251481,47078,401412,,,,559483
24-02-2021,Andhra Pradesh,476866,33332,3398,476866,119461,217419,259404,53659,423207,,,,596327
25-02-2021,Andhra Pradesh,510185,34220,3409,510185,129002,240092,270049,60574,449611,,,,639187
26-02-2021,Andhra Pradesh,535955,34950,3414,535955,137812,256973,278935,65196,470759,,,,673767
27-02-2021,Andhra Pradesh,535955,34950,3414,535955,137812,256973,278935,65196,470759,,,,673767
28-02-2021,Andhra Pradesh,535955,35027,3432,535955,137812,256973,278935,65196,470759,,,,673767
01-03-2021,Andhra Pradesh,535955,38076,3848,535955,137812,256973,278935,65196,470759,,,,673767
02-03-2021,Andhra Pradesh,559569,44866,3900,559569,142466,272575,286947,67418,492151,,,,702035
03-03-2021,Andhra Pradesh,577662,51667,3942,577662,146457,284104,293510,69578,508084,,,,724119
04-03-2021,Andhra Pradesh,596324,69948,4470,596324,153121,295529,300746,71701,524623,,,,749445
05-03-2021,Andhra Pradesh,620332,82741,4633,620332,164927,309536,310748,74476,545856,,,,785259
06-03-2021,Andhra Pradesh,653058,90238,4767,653058,183119,328100,324908,78593,574465,,,,836177
07-03-2021,Andhra Pradesh,653146,92172,4800,653146,183191,328113,324983,78617,574529,,,,836337
08-03-2021,Andhra Pradesh,688936,103973,5022,688936,197239,348024,340859,82883,606053,,,,886175
09-03-2021,Andhra Pradesh,740389,322430,2134,530098,210291,376301,364030,89539,650809,,,,740389
10-03-2021,Andhra Pradesh,781210,339254,2226,561939,219271,398607,382539,94900,686269,,,,781210
11-03-2021,Andhra Pradesh,789453,222832,1483,568693,220760,403348,386041,96712,692699,,,,789453
12-03-2021,Andhra Pradesh,837831,335216,2218,606440,231391,429298,408467,103913,733876,,,,837831
13-03-2021,Andhra Pradesh,881112,335490,2217,643857,237255,452180,428861,110778,770292,,,,881112
14-03-2021,Andhra Pradesh,881921,6750,45,644610,237311,452618,429232,110902,770977,,,,881921
15-03-2021,Andhra Pradesh,955901,338151,2225,708969,246932,492123,463692,122599,833260,,,,955901
16-03-2021,Andhra Pradesh,976078,331083,2204,976078,257997,501439,474547,145251,1088824,449861,294123,231493,1234075
17-03-2021,Andhra Pradesh,1112607,331021,2206,1112607,268353,574770,537734,170164,1210796,456352,332896,322740,1380960
18-03-2021,Andhra Pradesh,1194255,335302,2210,1194255,277788,618525,575611,186695,1285348,463443,359378,370810,1472043
19-03-2021,Andhra Pradesh,1280956,334210,2219,1280956,288175,664137,616691,202942,1366189,471592,389071,419652,1569131
20-03-2021,Andhra Pradesh,1381802,335031,2219,1381802,299199,716836,664828,223400,1457601,480556,426536,474050,1681001
21-03-2021,Andhra Pradesh,1389085,3050,23,1389085,300606,720620,668325,226239,1463452,481919,429596,476906,1689691
22-03-2021,Andhra Pradesh,1494286,337475,2224,1494286,309052,775360,718779,244907,1558431,489025,467683,536895,1803338
23-03-2021,Andhra Pradesh,1617797,335500,2213,1617797,321365,839203,778435,270231,1668931,499489,515889,601710,1939162
24-03-2021,Andhra Pradesh,1729748,336601,2227,1729748,332585,897812,831772,295142,1767191,508180,560161,660685,2062333
25-03-2021,Andhra Pradesh,1864559,370097,2396,1864559,347093,967527,896857,325173,1886479,519359,614856,729605,2211652
26-03-2021,Andhra Pradesh,1960827,343411,2250,1960827,359786,1018958,941678,349550,1971063,527970,657492,774602,2320613
27-03-2021,Andhra Pradesh,2078246,345300,2266,2078246,372864,1079183,998859,377544,2073566,538183,709905,829386,2451110
28-03-2021,Andhra Pradesh,2086565,70050,490,2086565,374450,1083308,1003053,378976,2082039,538599,713244,833949,2461015
29-03-2021,Andhra Pradesh,2149525,269220,1745,2149525,377596,1115491,1033824,397004,2130117,542208,741726,864814,2527121
30-03-2021,Andhra Pradesh,2234331,370220,2333,2234331,387438,1159964,1074147,419605,2202164,549548,778264,905732,2621769
31-03-2021,Andhra Pradesh,2328018,378570,2437,2328018,397151,1206900,1120885,448242,2276927,555848,819554,951824,2725169
01-04-2021,Andhra Pradesh,2421043,422202,2550,2421043,404678,1253157,1167646,481315,2344406,560696,869086,990468,2825721
02-04-2021,Andhra Pradesh,2487480,261339,1564,2487480,411067,1286771,1200459,505786,2392761,564687,906705,1015288,2898547
03-04-2021,Andhra Pradesh,2566814,364450,2282,2566814,420023,1325949,1240608,530038,2456799,568441,952168,1045407,2986837
04-04-2021,Andhra Pradesh,2621707,139081,922,2621707,425861,1352129,1269318,546389,2501179,571565,985014,1064326,3047568
05-04-2021,Andhra Pradesh,2706804,407860,2470,2706804,436010,1392670,1313862,567792,2575022,571890,1035803,1098306,3142814
06-04-2021,Andhra Pradesh,2764322,372084,2274,2764322,443595,1419795,1344250,584072,2623845,572202,1070999,1120315,3207917
07-04-2021,Andhra Pradesh,2890332,416382,2308,2890332,461678,1479792,1410248,619956,2732054,572851,1148111,1168563,3352010
08-04-2021,Andhra Pradesh,3020007,425051,2309,3020007,476360,1540961,1478742,652047,2844320,573402,1229768,1216028,3496367
09-04-2021,Andhra Pradesh,3081066,315795,2000,3081066,490040,1572089,1508662,665935,2905171,574582,1267493,1238183,3571106
10-04-2021,Andhra Pradesh,3281351,415755,2308,3281351,521886,1670720,1610286,688816,3114421,593448,1384680,1302409,3803237
11-04-2021,Andhra Pradesh,3362926,374351,1465,3362926,529533,1710124,1652442,716938,3175521,598424,1434553,1329131,3892459
12-04-2021,Andhra Pradesh,3380423,314600,1984,3380423,533246,1719378,1660680,728993,3184676,599103,1445857,1334645,3913669
13-04-2021,Andhra Pradesh,3383754,182750,1357,3383754,534765,1721192,1662197,729750,3188769,599131,1447980,1335825,3918519
14-04-2021,Andhra Pradesh,3973533,1150180,3403,3973533,585223,2001124,1971969,925165,3633591,621824,1796875,1553988,4558756
15-04-2021,Andhra Pradesh,4003901,260050,1633,4003901,593541,2016874,1986583,939760,3657682,624216,1814781,1564058,4597442
16-04-2021,Andhra Pradesh,4007469,111751,811,4007469,596253,2018845,1988180,942285,3661437,624347,1816919,1565357,4603722
17-04-2021,Andhra Pradesh,4009940,83450,597,4009940,597920,2020113,1989380,944014,3663846,624345,1818406,1566340,4607860
18-04-2021,Andhra Pradesh,4013140,58100,396,4013140,599876,2021729,1990964,944220,3668796,624431,1820448,1567412,4613016
19-04-2021,Andhra Pradesh,4140526,297050,1912,4140526,616056,2091593,2048468,947164,3809418,688483,1868126,1583016,4756582
20-04-2021,Andhra Pradesh,4234572,274150,2035,4234572,692783,2143599,2090498,966614,3960741,721289,1910302,1602054,4927355
21-04-2021,Andhra Pradesh,4257182,275132,2041,4257182,711267,2156651,2100050,974969,3993480,726757,1921889,1607607,4968449
22-04-2021,Andhra Pradesh,4337021,304361,2248,4337021,990865,2198899,2137627,1012178,4315708,734637,1953484,1647973,5327886
23-04-2021,Andhra Pradesh,4464620,286490,2187,4464620,1090159,2267153,2196954,1028859,4525920,743348,2028790,1691548,5554779
24-04-2021,Andhra Pradesh,4543318,231700,1953,4543318,1126549,2310508,2232281,1035362,4634505,749749,2077641,1714992,5669867
25-04-2021,Andhra Pradesh,4547972,84100,560,4547972,1130670,2313082,2234361,1035700,4642942,750308,2080282,1716446,5678642
26-04-2021,Andhra Pradesh,4761686,261120,2046,4761686,1224397,2427613,2333503,1038678,4947405,763649,2213184,1783889,5986083
27-04-2021,Andhra Pradesh,4904030,261120,2068,4904030,1273663,2504587,2398847,1041050,5136643,914789,2160119,1828146,6177693
28-04-2021,Andhra Pradesh,4955046,226051,1831,4955046,1326903,2532259,2422187,1088044,5193905,918886,2191260,1843922,6281949
29-04-2021,Andhra Pradesh,4988411,208309,1708,4988411,1365430,2550447,2437361,1129406,5224435,922169,2210737,1854667,6353841
30-04-2021,Andhra Pradesh,5112011,208210,1959,5112011,1467023,2617576,2493805,1142028,5437006,936816,2283700,1890631,6579034
01-05-2021,Andhra Pradesh,5174960,171700,1636,5174960,1519337,2651598,2522724,1149672,5544625,943270,2319814,1911011,6694297
02-05-2021,Andhra Pradesh,5176393,15400,146,5176393,1519932,2652440,2523315,1149985,5546340,938050,2326124,1911410,6696325
03-05-2021,Andhra Pradesh,5195851,145000,1346,5195851,1536916,2663314,2531894,1155229,5577538,940743,2337772,1916527,6732767
04-05-2021,Andhra Pradesh,5204180,91200,866,5204180,1543848,2668179,2535341,1157926,5590102,941985,2342891,1918479,6748028
05-05-2021,Andhra Pradesh,5273196,195650,1569,5273196,1674029,2705002,2567518,1158649,5788576,951034,2382276,1939059,6947225
06-05-2021,Andhra Pradesh,5345545,207900,1662,5345545,1794561,2741996,2602857,1159531,5980575,956829,2422220,1965664,7140106
07-05-2021,Andhra Pradesh,5393064,165850,1527,5393064,1862155,2766788,2625576,1167687,6087532,961496,2446772,1983963,7255219
08-05-2021,Andhra Pradesh,5436592,178100,1462,5436592,1974208,2788681,2647201,1218670,6192130,965112,2470493,2000149,7410800
09-05-2021,Andhra Pradesh,5443382,31450,221,5443382,1982310,2792615,2650055,1226065,6199627,968554,2472762,2001228,7425692
10-05-2021,Andhra Pradesh,5443951,20100,172,5443951,1983827,2792927,2650312,1227720,6200058,968901,2472987,2001216,7427778
11-05-2021,Andhra Pradesh,5450913,51650,494,5450913,2012986,2796374,2653826,1231872,6232027,969206,2476832,2003984,7463899
12-05-2021,Andhra Pradesh,5459958,107600,885,5459958,2044436,2801005,2658237,1243390,6261004,969935,2481825,2007266,7504394
13-05-2021,Andhra Pradesh,5470083,110750,1010,5470083,2081862,2806378,2662988,1249384,6302561,971497,2486993,2010602,7551945
14-05-2021,Andhra Pradesh,5474544,61550,597,5474544,2096342,2808596,2665231,1254311,6316575,972281,2489174,2012089,7570886
15-05-2021,Andhra Pradesh,5484714,100480,968,5484714,2167213,2813644,2670349,1325533,6326394,973918,2494640,2015088,7651927
16-05-2021,Andhra Pradesh,5487757,32624,215,5487757,2176599,2815330,2671705,1337057,6327299,974165,2496436,2016086,7664356
17-05-2021,Andhra Pradesh,5504954,221492,986,5504954,2226300,2824795,2679434,1396931,6334323,976296,2506893,2020669,7731254
18-05-2021,Andhra Pradesh,5518465,217541,967,5518465,2281240,2832373,2685367,1459794,6339911,977578,2515566,2024207,7799705
19-05-2021,Andhra Pradesh,5529872,140404,787,5529872,2305532,2838551,2690596,1490064,6345340,979478,2522612,2026658,7835404
20-05-2021,Andhra Pradesh,5540108,135182,742,5540108,2318134,2844499,2694884,1507305,6350937,981943,2528483,2028549,7858242
21-05-2021,Andhra Pradesh,5553124,152022,854,5553124,2340398,2851383,2701013,1535768,6357725,984699,2536292,2030978,7893522
22-05-2021,Andhra Pradesh,5564360,119036,711,5564360,2347996,2858192,2705438,1545271,6367023,986822,2543637,2032744,7912356
23-05-2021,Andhra Pradesh,5565702,13800,84,5565702,2350645,2858966,2706006,1548415,6367870,987150,2544409,2032984,7916347
